  49.60000 9.55987E+02 8.45078E+02   0.02072
  49.70000 9.44252E+02 8.36123E+02   0.02040
  49.80000 9.32816E+02 8.27384E+02   0.02010
  49.90000 9.21668E+02 8.18855E+02   0.01979
  50.00000 9.10800E+02 8.10530E+02   0.01949
  50.10000 9.00204E+02 8.02402E+02   0.01920
  50.20000 8.89872E+02 7.94468E+02   0.01891
  50.30000 8.79796E+02 7.86721E+02   0.01862
  50.40000 8.69969E+02 7.79156E+02   0.01834
  50.50000 8.60383E+02 7.71769E+02   0.01806
  50.60000 8.51032E+02 7.64553E+02   0.01778
  50.70000 8.41909E+02 7.57506E+02   0.01751
  50.80000 8.33008E+02 7.50622E+02   0.01724
  50.90000 8.24321E+02 7.43896E+02   0.01698
  51.00000 8.15843E+02 7.37325E+02   0.01672
  51.10000 8.07569E+02 7.30904E+02   0.01646
  51.20000 7.99492E+02 7.24630E+02   0.01621
  51.30000 7.91607E+02 7.18498E+02   0.01596
  51.40000 7.83909E+02 7.12506E+02   0.01571
  51.50000 7.76392E+02 7.06648E+02   0.01547
  51.60000 7.69052E+02 7.00922E+02   0.01523
  51.70000 7.61883E+02 6.95324E+02   0.01499
